 gdp_for_year ($) ,HDI for year,age,country,country-year,gdp_per_capita ($),generation,population,sex,suicides/100k pop,suicides_no,year
"10,532,001,130",0.625,75+ years,Nicaragua,Nicaragua2012,2006.0,Silent,67819.0,female,1.47,1.0,2012
"10,532,001,130",0.625,5-14 years,Nicaragua,Nicaragua2012,2006.0,Generation Z,599655.0,female,1.0,6.0,2012
"10,532,001,130",0.625,5-14 years,Nicaragua,Nicaragua2012,2006.0,Generation Z,633724.0,male,0.95,6.0,2012
"10,982,972,256",0.628,25-34 years,Nicaragua,Nicaragua2013,2062.0,Millenials,515416.0,male,16.1,83.0,2013
"10,982,972,256",0.628,55-74 years,Nicaragua,Nicaragua2013,2062.0,Boomers,229411.0,male,14.38,33.0,2013
"10,982,972,256",0.628,15-24 years,Nicaragua,Nicaragua2013,2062.0,Millenials,615015.0,male,13.82,85.0,2013
"10,982,972,256",0.628,35-54 years,Nicaragua,Nicaragua2013,2062.0,Generation X,570472.0,male,11.92,68.0,2013
"10,982,972,256",0.628,75+ years,Nicaragua,Nicaragua2013,2062.0,Silent,51968.0,male,11.55,6.0,2013
"10,982,972,256",0.628,15-24 years,Nicaragua,Nicaragua2013,2062.0,Millenials,589004.0,female,6.45,38.0,2013
"10,982,972,256",0.628,35-54 years,Nicaragua,Nicaragua2013,2062.0,Generation X,652953.0,female,2.3,15.0,2013
"10,982,972,256",0.628,25-34 years,Nicaragua,Nicaragua2013,2062.0,Millenials,527875.0,female,1.89,10.0,2013
"10,982,972,256",0.628,5-14 years,Nicaragua,Nicaragua2013,2062.0,Generation Z,596571.0,female,1.68,10.0,2013
"10,982,972,256",0.628,55-74 years,Nicaragua,Nicaragua2013,2062.0,Boomers,276506.0,female,0.72,2.0,2013
"10,982,972,256",0.628,5-14 years,Nicaragua,Nicaragua2013,2062.0,Generation Z,631355.0,male,0.16,1.0,2013
"10,982,972,256",0.628,75+ years,Nicaragua,Nicaragua2013,2062.0,Silent,70389.0,female,0.0,0.0,2013
"11,880,438,824",0.631,25-34 years,Nicaragua,Nicaragua2014,2199.0,Millenials,525741.0,male,13.89,73.0,2014
"11,880,438,824",0.631,55-74 years,Nicaragua,Nicaragua2014,2199.0,Boomers,240048.0,male,12.08,29.0,2014
"11,880,438,824",0.631,35-54 years,Nicaragua,Nicaragua2014,2199.0,Generation X,587734.0,male,11.4,67.0,2014
"11,880,438,824",0.631,15-24 years,Nicaragua,Nicaragua2014,2199.0,Millenials,614142.0,male,10.58,65.0,2014
"11,880,438,824",0.631,75+ years,Nicaragua,Nicaragua2014,2199.0,Silent,54010.0,male,7.41,4.0,2014
"11,880,438,824",0.631,15-24 years,Nicaragua,Nicaragua2014,2199.0,Millenials,585711.0,female,5.29,31.0,2014
"11,880,438,824",0.631,25-34 years,Nicaragua,Nicaragua2014,2199.0,Millenials,535623.0,female,2.99,16.0,2014
"11,880,438,824",0.631,75+ years,Nicaragua,Nicaragua2014,2199.0,Silent,73073.0,female,2.74,2.0,2014
"11,880,438,824",0.631,55-74 years,Nicaragua,Nicaragua2014,2199.0,Boomers,289927.0,female,2.07,6.0,2014
"11,880,438,824",0.631,5-14 years,Nicaragua,Nicaragua2014,2199.0,Generation Z,594338.0,female,2.02,12.0,2014
"11,880,438,824",0.631,5-14 years,Nicaragua,Nicaragua2014,2199.0,Generation Z,629806.0,male,0.48,3.0,2014
"11,880,438,824",0.631,35-54 years,Nicaragua,Nicaragua2014,2199.0,Generation X,672271.0,female,0.45,3.0,2014
"12,611,087,031",,75+ years,Nicaragua,Nicaragua2015,2303.0,Silent,56061.0,male,12.49,7.0,2015
"12,611,087,031",,25-34 years,Nicaragua,Nicaragua2015,2303.0,Millenials,534310.0,male,12.17,65.0,2015
"12,611,087,031",,15-24 years,Nicaragua,Nicaragua2015,2303.0,Millenials,612707.0,male,11.1,68.0,2015
"12,611,087,031",,35-54 years,Nicaragua,Nicaragua2015,2303.0,Generation X,606317.0,male,11.05,67.0,2015
"12,611,087,031",,55-74 years,Nicaragua,Nicaragua2015,2303.0,Boomers,250532.0,male,7.18,18.0,2015
"12,611,087,031",,15-24 years,Nicaragua,Nicaragua2015,2303.0,Millenials,581787.0,female,7.05,41.0,2015
"12,611,087,031",,25-34 years,Nicaragua,Nicaragua2015,2303.0,Millenials,541679.0,female,3.51,19.0,2015
"12,611,087,031",,35-54 years,Nicaragua,Nicaragua2015,2303.0,Generation X,692648.0,female,2.02,14.0,2015
"12,611,087,031",,55-74 years,Nicaragua,Nicaragua2015,2303.0,Boomers,303372.0,female,1.32,4.0,2015
"12,611,087,031",,5-14 years,Nicaragua,Nicaragua2015,2303.0,Generation Z,592557.0,female,1.18,7.0,2015
"12,611,087,031",,5-14 years,Nicaragua,Nicaragua2015,2303.0,Generation Z,628588.0,male,0.8,5.0,2015
"12,611,087,031",,75+ years,Nicaragua,Nicaragua2015,2303.0,Silent,75925.0,female,0.0,0.0,2015
"78,693,253,276",,35-54 years,Norway,Norway1986,20117.0,Silent,500900.0,male,27.35,137.0,1986
"78,693,253,276",,25-34 years,Norway,Norway1986,20117.0,Boomers,318200.0,male,27.03,86.0,1986
"78,693,253,276",,55-74 years,Norway,Norway1986,20117.0,G.I. Generation,383100.0,male,26.36,101.0,1986
"78,693,253,276",,15-24 years,Norway,Norway1986,20117.0,Generation X,336000.0,male,20.54,69.0,1986
"78,693,253,276",,75+ years,Norway,Norway1986,20117.0,G.I. Generation,102800.0,male,18.48,19.0,1986
"78,693,253,276",,35-54 years,Norway,Norway1986,20117.0,Silent,480100.0,female,13.96,67.0,1986
"78,693,253,276",,55-74 years,Norway,Norway1986,20117.0,G.I. Generation,430100.0,female,13.02,56.0,1986
"78,693,253,276",,75+ years,Norway,Norway1986,20117.0,G.I. Generation,173700.0,female,5.76,10.0,1986
"78,693,253,276",,25-34 years,Norway,Norway1986,20117.0,Boomers,303600.0,female,4.94,15.0,1986
"78,693,253,276",,15-24 years,Norway,Norway1986,20117.0,Generation X,320000.0,female,3.75,12.0,1986
"78,693,253,276",,5-14 years,Norway,Norway1986,20117.0,Generation X,288100.0,male,2.43,7.0,1986
"78,693,253,276",,5-14 years,Norway,Norway1986,20117.0,Generation X,275100.0,female,0.0,0.0,1986
"94,230,055,659",,75+ years,Norway,Norway1987,23980.0,G.I. Generation,105000.0,male,33.33,35.0,1987
"94,230,055,659",,55-74 years,Norway,Norway1987,23980.0,G.I. Generation,379500.0,male,32.94,125.0,1987
"94,230,055,659",,25-34 years,Norway,Norway1987,23980.0,Boomers,321100.0,male,29.27,94.0,1987
"94,230,055,659",,35-54 years,Norway,Norway1987,23980.0,Silent,511400.0,male,29.14,149.0,1987
"94,230,055,659",,15-24 years,Norway,Norway1987,23980.0,Generation X,339300.0,male,23.58,80.0,1987
"94,230,055,659",,55-74 years,Norway,Norway1987,23980.0,G.I. Generation,426400.0,female,12.66,54.0,1987
"94,230,055,659",,35-54 years,Norway,Norway1987,23980.0,Silent,489000.0,female,12.27,60.0,1987
"94,230,055,659",,25-34 years,Norway,Norway1987,23980.0,Boomers,305900.0,female,9.48,29.0,1987
"94,230,055,659",,15-24 years,Norway,Norway1987,23980.0,Generation X,322900.0,female,3.72,12.0,1987
"94,230,055,659",,75+ years,Norway,Norway1987,23980.0,G.I. Generation,178600.0,female,3.36,6.0,1987
"94,230,055,659",,5-14 years,Norway,Norway1987,23980.0,Generation X,281600.0,male,1.07,3.0,1987
"94,230,055,659",,5-14 years,Norway,Norway1987,23980.0,Generation X,268800.0,female,0.74,2.0,1987
"101,900,260,856",,75+ years,Norway,Norway1988,25820.0,G.I. Generation,106900.0,male,33.68,36.0,1988
"101,900,260,856",,25-34 years,Norway,Norway1988,25820.0,Boomers,324400.0,male,31.44,102.0,1988
"101,900,260,856",,35-54 years,Norway,Norway1988,25820.0,Silent,523400.0,male,31.14,163.0,1988
"101,900,260,856",,55-74 years,Norway,Norway1988,25820.0,G.I. Generation,375200.0,male,30.12,113.0,1988
"101,900,260,856",,15-24 years,Norway,Norway1988,25820.0,Generation X,341500.0,male,26.65,91.0,1988
"101,900,260,856",,35-54 years,Norway,Norway1988,25820.0,Silent,499700.0,female,14.01,70.0,1988
"101,900,260,856",,55-74 years,Norway,Norway1988,25820.0,G.I. Generation,421700.0,female,13.04,55.0,1988
"101,900,260,856",,25-34 years,Norway,Norway1988,25820.0,Boomers,308000.0,female,11.69,36.0,1988
"101,900,260,856",,75+ years,Norway,Norway1988,25820.0,G.I. Generation,182300.0,female,7.68,14.0,1988
"101,900,260,856",,15-24 years,Norway,Norway1988,25820.0,Generation X,324100.0,female,6.48,21.0,1988
"101,900,260,856",,5-14 years,Norway,Norway1988,25820.0,Generation X,276000.0,male,1.81,5.0,1988
"101,900,260,856",,5-14 years,Norway,Norway1988,25820.0,Generation X,263400.0,female,0.76,2.0,1988
"102,633,789,558",,75+ years,Norway,Norway1989,25945.0,G.I. Generation,108700.0,male,37.72,41.0,1989
"102,633,789,558",,35-54 years,Norway,Norway1989,25945.0,Silent,535000.0,male,30.28,162.0,1989
"102,633,789,558",,55-74 years,Norway,Norway1989,25945.0,G.I. Generation,370500.0,male,28.61,106.0,1989
"102,633,789,558",,15-24 years,Norway,Norway1989,25945.0,Generation X,339300.0,male,25.94,88.0,1989
"102,633,789,558",,25-34 years,Norway,Norway1989,25945.0,Boomers,327000.0,male,25.38,83.0,1989
"102,633,789,558",,55-74 years,Norway,Norway1989,25945.0,G.I. Generation,416200.0,female,13.21,55.0,1989
"102,633,789,558",,25-34 years,Norway,Norway1989,25945.0,Boomers,310100.0,female,10.96,34.0,1989
"102,633,789,558",,35-54 years,Norway,Norway1989,25945.0,Silent,511100.0,female,10.37,53.0,1989
"102,633,789,558",,75+ years,Norway,Norway1989,25945.0,G.I. Generation,185600.0,female,8.08,15.0,1989
"102,633,789,558",,15-24 years,Norway,Norway1989,25945.0,Generation X,322400.0,female,6.2,20.0,1989
"102,633,789,558",,5-14 years,Norway,Norway1989,25945.0,Generation X,258500.0,female,0.77,2.0,1989
"102,633,789,558",,5-14 years,Norway,Norway1989,25945.0,Generation X,271400.0,male,0.37,1.0,1989
"119,791,683,308",0.8490000000000001,55-74 years,Norway,Norway1990,30240.0,G.I. Generation,365800.0,male,34.17,125.0,1990
"119,791,683,308",0.8490000000000001,75+ years,Norway,Norway1990,30240.0,G.I. Generation,110100.0,male,30.88,34.0,1990
"119,791,683,308",0.8490000000000001,35-54 years,Norway,Norway1990,30240.0,Silent,546500.0,male,29.09,159.0,1990
"119,791,683,308",0.8490000000000001,25-34 years,Norway,Norway1990,30240.0,Boomers,329000.0,male,27.96,92.0,1990
"119,791,683,308",0.8490000000000001,15-24 years,Norway,Norway1990,30240.0,Generation X,334200.0,male,22.14,74.0,1990
"119,791,683,308",0.8490000000000001,55-74 years,Norway,Norway1990,30240.0,G.I. Generation,410600.0,female,13.4,55.0,1990
"119,791,683,308",0.8490000000000001,35-54 years,Norway,Norway1990,30240.0,Silent,522500.0,female,11.87,62.0,1990
"119,791,683,308",0.8490000000000001,75+ years,Norway,Norway1990,30240.0,G.I. Generation,188700.0,female,7.95,15.0,1990
"119,791,683,308",0.8490000000000001,15-24 years,Norway,Norway1990,30240.0,Generation X,318800.0,female,6.27,20.0,1990
"119,791,683,308",0.8490000000000001,25-34 years,Norway,Norway1990,30240.0,Boomers,311900.0,female,6.09,19.0,1990
"119,791,683,308",0.8490000000000001,5-14 years,Norway,Norway1990,30240.0,Generation X,268100.0,male,1.49,4.0,1990
"119,791,683,308",0.8490000000000001,5-14 years,Norway,Norway1990,30240.0,Generation X,255100.0,female,0.0,0.0,1990
"121,872,464,483",,55-74 years,Norway,Norway1991,30678.0,Silent,361500.0,male,33.2,120.0,1991
"121,872,464,483",,35-54 years,Norway,Norway1991,30678.0,Boomers,558800.0,male,28.99,162.0,1991
"121,872,464,483",,75+ years,Norway,Norway1991,30678.0,G.I. Generation,111400.0,male,27.83,31.0,1991
"121,872,464,483",,25-34 years,Norway,Norway1991,30678.0,Boomers,331500.0,male,27.75,92.0,1991
"121,872,464,483",,15-24 years,Norway,Norway1991,30678.0,Generation X,328700.0,male,27.38,90.0,1991
"121,872,464,483",,55-74 years,Norway,Norway1991,30678.0,Silent,405400.0,female,14.8,60.0,1991
"121,872,464,483",,35-54 years,Norway,Norway1991,30678.0,Boomers,534500.0,female,10.66,57.0,1991
"121,872,464,483",,75+ years,Norway,Norway1991,30678.0,G.I. Generation,191900.0,female,9.9,19.0,1991
"121,872,464,483",,25-34 years,Norway,Norway1991,30678.0,Boomers,313900.0,female,7.96,25.0,1991
"121,872,464,483",,15-24 years,Norway,Norway1991,30678.0,Generation X,314100.0,female,4.46,14.0,1991
"121,872,464,483",,5-14 years,Norway,Norway1991,30678.0,Millenials,267100.0,male,1.5,4.0,1991
"121,872,464,483",,5-14 years,Norway,Norway1991,30678.0,Millenials,253800.0,female,0.39,1.0,1991
"130,838,040,068",,75+ years,Norway,Norway1992,32793.0,G.I. Generation,113200.0,male,31.8,36.0,1992
"130,838,040,068",,15-24 years,Norway,Norway1992,32793.0,Generation X,322300.0,male,28.23,91.0,1992
"130,838,040,068",,55-74 years,Norway,Norway1992,32793.0,Silent,358100.0,male,27.37,98.0,1992
"130,838,040,068",,35-54 years,Norway,Norway1992,32793.0,Boomers,570900.0,male,24.87,142.0,1992
"130,838,040,068",,25-34 years,Norway,Norway1992,32793.0,Boomers,335000.0,male,23.28,78.0,1992
"130,838,040,068",,35-54 years,Norway,Norway1992,32793.0,Boomers,546600.0,female,12.44,68.0,1992
"130,838,040,068",,55-74 years,Norway,Norway1992,32793.0,Silent,400400.0,female,10.74,43.0,1992
"130,838,040,068",,75+ years,Norway,Norway1992,32793.0,G.I. Generation,195400.0,female,9.21,18.0,1992
"130,838,040,068",,25-34 years,Norway,Norway1992,32793.0,Boomers,316800.0,female,6.63,21.0,1992
"130,838,040,068",,15-24 years,Norway,Norway1992,32793.0,Generation X,308300.0,female,5.19,16.0,1992
"130,838,040,068",,5-14 years,Norway,Norway1992,32793.0,Millenials,268100.0,male,1.49,4.0,1992
"130,838,040,068",,5-14 years,Norway,Norway1992,32793.0,Millenials,254700.0,female,0.39,1.0,1992
"120,579,072,751",,75+ years,Norway,Norway1993,30066.0,G.I. Generation,114900.0,male,36.55,42.0,1993
"120,579,072,751",,35-54 years,Norway,Norway1993,30066.0,Boomers,582800.0,male,27.8,162.0,1993
"120,579,072,751",,25-34 years,Norway,Norway1993,30066.0,Boomers,338500.0,male,25.11,85.0,1993
"120,579,072,751",,55-74 years,Norway,Norway1993,30066.0,Silent,355100.0,male,24.22,86.0,1993
"120,579,072,751",,15-24 years,Norway,Norway1993,30066.0,Generation X,315200.0,male,21.89,69.0,1993
"120,579,072,751",,55-74 years,Norway,Norway1993,30066.0,Silent,395900.0,female,9.85,39.0,1993
"120,579,072,751",,75+ years,Norway,Norway1993,30066.0,G.I. Generation,198800.0,female,9.56,19.0,1993
"120,579,072,751",,25-34 years,Norway,Norway1993,30066.0,Boomers,320500.0,female,7.49,24.0,1993
"120,579,072,751",,35-54 years,Norway,Norway1993,30066.0,Boomers,558100.0,female,6.99,39.0,1993
"120,579,072,751",,15-24 years,Norway,Norway1993,30066.0,Generation X,302000.0,female,5.96,18.0,1993
"120,579,072,751",,5-14 years,Norway,Norway1993,30066.0,Millenials,271000.0,male,1.85,5.0,1993
"120,579,072,751",,5-14 years,Norway,Norway1993,30066.0,Millenials,257700.0,female,0.78,2.0,1993
"127,131,461,120",,25-34 years,Norway,Norway1994,31520.0,Boomers,341700.0,male,24.58,84.0,1994
"127,131,461,120",,35-54 years,Norway,Norway1994,31520.0,Boomers,594400.0,male,22.04,131.0,1994
"127,131,461,120",,75+ years,Norway,Norway1994,31520.0,G.I. Generation,116200.0,male,21.51,25.0,1994
"127,131,461,120",,15-24 years,Norway,Norway1994,31520.0,Generation X,307600.0,male,20.81,64.0,1994
"127,131,461,120",,55-74 years,Norway,Norway1994,31520.0,Silent,353600.0,male,19.51,69.0,1994
"127,131,461,120",,55-74 years,Norway,Norway1994,31520.0,Silent,393000.0,female,11.96,47.0,1994
"127,131,461,120",,35-54 years,Norway,Norway1994,31520.0,Boomers,569000.0,female,9.31,53.0,1994
"127,131,461,120",,25-34 years,Norway,Norway1994,31520.0,Boomers,324400.0,female,8.01,26.0,1994
"127,131,461,120",,75+ years,Norway,Norway1994,31520.0,G.I. Generation,201400.0,female,5.46,11.0,1994
"127,131,461,120",,15-24 years,Norway,Norway1994,31520.0,Generation X,295400.0,female,4.4,13.0,1994
"127,131,461,120",,5-14 years,Norway,Norway1994,31520.0,Millenials,275100.0,male,2.18,6.0,1994
"127,131,461,120",,5-14 years,Norway,Norway1994,31520.0,Millenials,261500.0,female,0.76,2.0,1994
"152,027,402,450",0.883,55-74 years,Norway,Norway1995,37483.0,Silent,351900.0,male,26.71,94.0,1995
"152,027,402,450",0.883,75+ years,Norway,Norway1995,37483.0,G.I. Generation,118700.0,male,24.43,29.0,1995
"152,027,402,450",0.883,35-54 years,Norway,Norway1995,37483.0,Boomers,604700.0,male,22.66,137.0,1995
"152,027,402,450",0.883,15-24 years,Norway,Norway1995,37483.0,Generation X,300400.0,male,22.64,68.0,1995
"152,027,402,450",0.883,25-34 years,Norway,Norway1995,37483.0,Generation X,344100.0,male,22.09,76.0,1995
"152,027,402,450",0.883,35-54 years,Norway,Norway1995,37483.0,Boomers,579000.0,female,10.02,58.0,1995
"152,027,402,450",0.883,55-74 years,Norway,Norway1995,37483.0,Silent,389500.0,female,8.47,33.0,1995
"152,027,402,450",0.883,15-24 years,Norway,Norway1995,37483.0,Generation X,288900.0,female,5.54,16.0,1995
"152,027,402,450",0.883,75+ years,Norway,Norway1995,37483.0,G.I. Generation,205500.0,female,5.35,11.0,1995
"152,027,402,450",0.883,25-34 years,Norway,Norway1995,37483.0,Generation X,327600.0,female,5.19,17.0,1995
"152,027,402,450",0.883,5-14 years,Norway,Norway1995,37483.0,Millenials,279700.0,male,2.5,7.0,1995
"152,027,402,450",0.883,5-14 years,Norway,Norway1995,37483.0,Millenials,265900.0,female,0.75,2.0,1995
"163,517,783,497",,75+ years,Norway,Norway1996,40098.0,G.I. Generation,121700.0,male,30.4,37.0,1996
"163,517,783,497",,55-74 years,Norway,Norway1996,40098.0,Silent,349700.0,male,23.45,82.0,1996
"163,517,783,497",,25-34 years,Norway,Norway1996,40098.0,Generation X,345900.0,male,23.13,80.0,1996
"163,517,783,497",,15-24 years,Norway,Norway1996,40098.0,Generation X,293600.0,male,21.12,62.0,1996
"163,517,783,497",,35-54 years,Norway,Norway1996,40098.0,Boomers,614800.0,male,19.84,122.0,1996
"163,517,783,497",,35-54 years,Norway,Norway1996,40098.0,Boomers,588700.0,female,8.15,48.0,1996
"163,517,783,497",,55-74 years,Norway,Norway1996,40098.0,Silent,384700.0,female,7.54,29.0,1996
"163,517,783,497",,25-34 years,Norway,Norway1996,40098.0,Generation X,330400.0,female,6.66,22.0,1996
"163,517,783,497",,15-24 years,Norway,Norway1996,40098.0,Generation X,282700.0,female,5.66,16.0,1996
"163,517,783,497",,75+ years,Norway,Norway1996,40098.0,G.I. Generation,210300.0,female,4.76,10.0,1996
"163,517,783,497",,5-14 years,Norway,Norway1996,40098.0,Millenials,284800.0,male,2.11,6.0,1996
"163,517,783,497",,5-14 years,Norway,Norway1996,40098.0,Millenials,270700.0,female,1.11,3.0,1996
"161,354,369,893",,75+ years,Norway,Norway1997,39335.0,G.I. Generation,123900.0,male,37.13,46.0,1997
"161,354,369,893",,55-74 years,Norway,Norway1997,39335.0,Silent,349500.0,male,25.75,90.0,1997
"161,354,369,893",,35-54 years,Norway,Norway1997,39335.0,Boomers,624300.0,male,21.3,133.0,1997
"161,354,369,893",,15-24 years,Norway,Norway1997,39335.0,Generation X,287200.0,male,20.19,58.0,1997
"161,354,369,893",,25-34 years,Norway,Norway1997,39335.0,Generation X,347800.0,male,16.39,57.0,1997
"161,354,369,893",,35-54 years,Norway,Norway1997,39335.0,Boomers,597800.0,female,10.87,65.0,1997
"161,354,369,893",,55-74 years,Norway,Norway1997,39335.0,Silent,382000.0,female,7.85,30.0,1997
"161,354,369,893",,25-34 years,Norway,Norway1997,39335.0,Generation X,333300.0,female,7.8,26.0,1997
"161,354,369,893",,75+ years,Norway,Norway1997,39335.0,G.I. Generation,214100.0,female,5.6,12.0,1997
"161,354,369,893",,15-24 years,Norway,Norway1997,39335.0,Generation X,276800.0,female,4.7,13.0,1997
"161,354,369,893",,5-14 years,Norway,Norway1997,39335.0,Millenials,290100.0,male,1.03,3.0,1997
"161,354,369,893",,5-14 years,Norway,Norway1997,39335.0,Millenials,275300.0,female,0.0,0.0,1997
"154,165,219,812",,25-34 years,Norway,Norway1998,37334.0,Generation X,349300.0,male,26.62,93.0,1998
"154,165,219,812",,15-24 years,Norway,Norway1998,37334.0,Generation X,282300.0,male,23.73,67.0,1998
"154,165,219,812",,55-74 years,Norway,Norway1998,37334.0,Silent,352100.0,male,21.87,77.0,1998
"154,165,219,812",,35-54 years,Norway,Norway1998,37334.0,Boomers,632200.0,male,20.88,132.0,1998
"154,165,219,812",,75+ years,Norway,Norway1998,37334.0,G.I. Generation,126100.0,male,19.83,25.0,1998
"154,165,219,812",,55-74 years,Norway,Norway1998,37334.0,Silent,382100.0,female,10.47,40.0,1998
"154,165,219,812",,35-54 years,Norway,Norway1998,37334.0,Boomers,605700.0,female,8.92,54.0,1998
"154,165,219,812",,15-24 years,Norway,Norway1998,37334.0,Generation X,272000.0,female,7.72,21.0,1998
"154,165,219,812",,25-34 years,Norway,Norway1998,37334.0,Generation X,335200.0,female,6.86,23.0,1998
"154,165,219,812",,75+ years,Norway,Norway1998,37334.0,G.I. Generation,217100.0,female,5.07,11.0,1998
"154,165,219,812",,5-14 years,Norway,Norway1998,37334.0,Millenials,295200.0,male,1.69,5.0,1998
"154,165,219,812",,5-14 years,Norway,Norway1998,37334.0,Millenials,280100.0,female,0.0,0.0,1998
"162,286,003,693",,15-24 years,Norway,Norway1999,39013.0,Generation X,278738.0,male,28.34,79.0,1999
"162,286,003,693",,55-74 years,Norway,Norway1999,39013.0,Silent,357547.0,male,27.69,99.0,1999
"162,286,003,693",,25-34 years,Norway,Norway1999,39013.0,Generation X,349023.0,male,26.07,91.0,1999
"162,286,003,693",,35-54 years,Norway,Norway1999,39013.0,Boomers,639018.0,male,21.13,135.0,1999
"162,286,003,693",,75+ years,Norway,Norway1999,39013.0,G.I. Generation,127946.0,male,19.54,25.0,1999
"162,286,003,693",,35-54 years,Norway,Norway1999,39013.0,Boomers,612468.0,female,9.96,61.0,1999
"162,286,003,693",,15-24 years,Norway,Norway1999,39013.0,Generation X,268442.0,female,8.94,24.0,1999
"162,286,003,693",,25-34 years,Norway,Norway1999,39013.0,Generation X,335741.0,female,8.04,27.0,1999
"162,286,003,693",,55-74 years,Norway,Norway1999,39013.0,Silent,385118.0,female,7.01,27.0,1999
"162,286,003,693",,75+ years,Norway,Norway1999,39013.0,G.I. Generation,219316.0,female,5.93,13.0,1999
"162,286,003,693",,5-14 years,Norway,Norway1999,39013.0,Millenials,285484.0,female,0.35,1.0,1999
"162,286,003,693",,5-14 years,Norway,Norway1999,39013.0,Millenials,300904.0,male,0.33,1.0,1999
"171,315,639,983",0.917,15-24 years,Norway,Norway2000,41099.0,Generation X,276727.0,male,25.3,70.0,2000
"171,315,639,983",0.917,25-34 years,Norway,Norway2000,41099.0,Generation X,336252.0,male,23.79,80.0,2000
"171,315,639,983",0.917,35-54 years,Norway,Norway2000,41099.0,Boomers,644550.0,male,23.43,151.0,2000
"171,315,639,983",0.917,55-74 years,Norway,Norway2000,41099.0,Silent,365883.0,male,21.04,77.0,2000
"171,315,639,983",0.917,75+ years,Norway,Norway2000,41099.0,G.I. Generation,129167.0,male,20.9,27.0,2000
"171,315,639,983",0.917,25-34 years,Norway,Norway2000,41099.0,Generation X,323870.0,female,8.34,27.0,2000
"171,315,639,983",0.917,35-54 years,Norway,Norway2000,41099.0,Boomers,617821.0,female,8.09,50.0,2000
"171,315,639,983",0.917,55-74 years,Norway,Norway2000,41099.0,Silent,390859.0,female,7.42,29.0,2000
"171,315,639,983",0.917,75+ years,Norway,Norway2000,41099.0,G.I. Generation,220497.0,female,5.44,12.0,2000
"171,315,639,983",0.917,15-24 years,Norway,Norway2000,41099.0,Generation X,265784.0,female,5.27,14.0,2000
"171,315,639,983",0.917,5-14 years,Norway,Norway2000,41099.0,Millenials,306438.0,male,1.31,4.0,2000
"171,315,639,983",0.917,5-14 years,Norway,Norway2000,41099.0,Millenials,290467.0,female,0.0,0.0,2000
"174,003,247,439",,75+ years,Norway,Norway2001,41281.0,Silent,130190.0,male,29.96,39.0,2001
"174,003,247,439",,55-74 years,Norway,Norway2001,41281.0,Silent,376658.0,male,23.89,90.0,2001
"174,003,247,439",,35-54 years,Norway,Norway2001,41281.0,Boomers,647594.0,male,22.39,145.0,2001
"174,003,247,439",,25-34 years,Norway,Norway2001,41281.0,Generation X,341767.0,male,22.24,76.0,2001
"174,003,247,439",,15-24 years,Norway,Norway2001,41281.0,Millenials,276255.0,male,22.08,61.0,2001
"174,003,247,439",,35-54 years,Norway,Norway2001,41281.0,Boomers,620966.0,female,10.31,64.0,2001
"174,003,247,439",,15-24 years,Norway,Norway2001,41281.0,Millenials,264797.0,female,7.55,20.0,2001
"174,003,247,439",,55-74 years,Norway,Norway2001,41281.0,Silent,399140.0,female,7.27,29.0,2001
"174,003,247,439",,25-34 years,Norway,Norway2001,41281.0,Generation X,330804.0,female,5.44,18.0,2001
"174,003,247,439",,75+ years,Norway,Norway2001,41281.0,Silent,221223.0,female,3.16,7.0,2001
"174,003,247,439",,5-14 years,Norway,Norway2001,41281.0,Millenials,294716.0,female,0.0,0.0,2001
"174,003,247,439",,5-14 years,Norway,Norway2001,41281.0,Millenials,310993.0,male,0.0,0.0,2001
"195,418,347,153",,75+ years,Norway,Norway2002,46049.0,Silent,130772.0,male,27.53,36.0,2002
"195,418,347,153",,25-34 years,Norway,Norway2002,46049.0,Generation X,335566.0,male,22.05,74.0,2002
"195,418,347,153",,55-74 years,Norway,Norway2002,46049.0,Silent,388778.0,male,21.86,85.0,2002
"195,418,347,153",,35-54 years,Norway,Norway2002,46049.0,Boomers,650114.0,male,17.84,116.0,2002
"195,418,347,153",,15-24 years,Norway,Norway2002,46049.0,Millenials,277736.0,male,17.64,49.0,2002
"195,418,347,153",,55-74 years,Norway,Norway2002,46049.0,Silent,408933.0,female,9.78,40.0,2002
"195,418,347,153",,35-54 years,Norway,Norway2002,46049.0,Boomers,624015.0,female,7.37,46.0,2002
"195,418,347,153",,25-34 years,Norway,Norway2002,46049.0,Generation X,326338.0,female,7.05,23.0,2002
"195,418,347,153",,15-24 years,Norway,Norway2002,46049.0,Millenials,266365.0,female,5.63,15.0,2002
"195,418,347,153",,75+ years,Norway,Norway2002,46049.0,Silent,221235.0,female,3.62,8.0,2002
"195,418,347,153",,5-14 years,Norway,Norway2002,46049.0,Millenials,315265.0,male,0.63,2.0,2002
"195,418,347,153",,5-14 years,Norway,Norway2002,46049.0,Millenials,298572.0,female,0.0,0.0,2002
"228,752,436,372",,25-34 years,Norway,Norway2003,53533.0,Generation X,328978.0,male,21.28,70.0,2003
"228,752,436,372",,15-24 years,Norway,Norway2003,53533.0,Millenials,280898.0,male,20.65,58.0,2003
"228,752,436,372",,75+ years,Norway,Norway2003,53533.0,Silent,131312.0,male,20.56,27.0,2003
"228,752,436,372",,35-54 years,Norway,Norway2003,53533.0,Boomers,654050.0,male,20.49,134.0,2003
"228,752,436,372",,55-74 years,Norway,Norway2003,53533.0,Silent,400293.0,male,19.74,79.0,2003
